City;Latitude;Longitude;Country
Aversa;40.97259;14.20745;IT
Avellino;40.91494;14.79103;IT
Avella;40.95995;14.60087;IT
Atripalda;40.91867;14.82721;IT
Atri;42.57642;13.98899;IT
Asti;44.90162;8.20751;IT
Asola;45.22018;10.41214;IT
Ascoli Satriano;41.20365;15.56646;IT
Ascoli Piceno;42.85351;13.57395;IT
Arzignano;45.52027;11.33446;IT
Arzano;40.90959;14.26519;IT
Arzachena;41.0762;9.39055;IT
Artena;41.74126;12.90667;IT
Arona;45.7589;8.55715;IT
Arluno;45.50344;8.94222;IT
Arienzo;41.02734;14.4977;IT
Ariccia;41.72063;12.6723;IT
Ariano Irpino-Martiri;41.16024;15.10625;IT
Argenta;44.61397;11.83547;IT
Arezzo;43.46276;11.88068;IT
Arese;45.55048;9.07741;IT
Arenzano;44.40521;8.68315;IT
Ardea;41.60742;12.54158;IT
Arcore;45.62675;9.32454;IT
Arconate;45.54134;8.84891;IT
Arcola;44.11778;9.91175;IT
Arco;45.91772;10.88672;IT
Aradeo;40.12921;18.12951;IT
Aprilia;41.59452;12.65419;IT
Apricena;41.78629;15.44394;IT
Appiano Gentile;45.73499;8.98103;IT
San Michele;46.45472;11.26178;IT
Aosta;45.73764;7.31722;IT
Anzola dell'Emilia;44.54197;11.20548;IT
Anzio;41.45263;12.62157;IT
Anguillara Sabazia;42.0792;12.28368;IT
Angri;40.73815;14.5707;IT
Andria;41.23117;16.29797;IT
Ancona;43.5942;13.50337;IT
Anagni;41.7435;13.15542;IT
Anacapri;40.5517;14.21225;IT
Amelia;42.55177;12.42076;IT
Alzano Lombardo;45.73681;9.72638;IT
Altopascio;43.81618;10.67668;IT
Altavilla Vicentina;45.51329;11.46877;IT
Altamura;40.82664;16.54952;IT
Alpignano;45.09346;7.52392;IT
Almese-Rivera;45.11915;7.40111;IT
Almenno San Salvatore;45.74971;9.59699;IT
Alme;45.73883;9.61558;IT
Alghero;40.55969;8.31953;IT
Alfonsine;44.50768;12.03743;IT
Alezio;40.06226;18.05712;IT
Alessandria;44.90924;8.61007;IT
Albizzate;45.72698;8.80312;IT
Albisola Marina;44.33079;8.5096;IT
Albino;45.76444;9.79904;IT
Albignasego;45.34705;11.86781;IT
Albiate;45.65537;9.25035;IT
Alberobello;40.78448;17.23618;IT
Albenga;44.04997;8.21829;IT
Albano Sant'Alessandro;45.68762;9.76651;IT
Albano Laziale;41.72748;12.659;IT
Alba;44.6999;8.0347;IT
Alatri;41.73187;13.3412;IT
Alassio;44.00393;8.16713;IT
Ala;45.76072;11.00458;IT
Airola;41.05871;14.55924;IT
Agropoli;40.34923;14.99067;IT
Agrate Brianza;45.57431;9.34793;IT
Agliana;43.90246;11.00531;IT
Agerola;40.63771;14.53884;IT
Afragola;40.92298;14.30935;IT
Adro;45.62059;9.96159;IT
Adria;45.05445;12.05599;IT
Adelfia;41.0033;16.87208;IT
Acqui Terme;44.67552;8.46934;IT
Acquaviva delle Fonti;40.89704;16.8433;IT
Acilia-Castel Fusano-Ostia Antica;41.76337;12.33078;IT
Acerra;40.94477;14.3714;IT
Abbiategrasso;45.39821;8.91678;IT
Abbadia San Salvatore;42.8812;11.6722;IT
Abano Terme;45.35753;11.78725;IT
Li Punti-San Giovanni;40.76338;8.489;IT
Gatteo-Sant'Angelo;44.11194;12.39139;IT
Rivazzurra;44.04186;12.60894;IT
Lido Adriano;44.41673;12.30552;IT
Santa Lucia di Piave;45.86159;12.2939;IT
Mareno di Piave;45.84572;12.33703;IT
Ponzano;45.71541;12.20444;IT
Fosso;45.3858;12.04627;IT
Fiesso d'Artico;45.42139;12.02944;IT
Spinea-Orgnano;45.49107;12.155;IT
Col San Martino;45.9002;12.11575;IT
Brusaporto;45.6714;9.76041;IT
Verbania;45.92136;8.55183;IT
Pieve Emanuele;45.35052;9.20268;IT
Osio Sotto;45.61608;9.58905;IT
Scanzo-Rosciate;45.71078;9.73505;IT
Bedizzole;45.51038;10.42327;IT
Lumezzane;45.64789;10.26487;IT
Beccacivetta-Azzano;45.37435;10.96133;IT
Noventa;45.41429;11.95101;IT
Castelnuovo del Garda;45.43878;10.75978;IT
Romano d'Ezzelino;45.77902;11.76657;IT
Monte Argentario;42.43452;11.11954;IT
Guidonia Montecelio;41.99362;12.72238;IT
Cervinara;41.02042;14.61444;IT
Montoro Superiore;40.81699;14.79841;IT
Lamezia Terme;38.96255;16.30938;IT
Cardano al Campo;45.64887;8.76933;IT
Caronno Pertusella;45.59777;9.04634;IT
Cassano Magnago;45.67206;8.82691;IT
Gerenzano;45.63967;9.00104;IT
Uboldo;45.61527;9.00394;IT
Pero;45.51017;9.08704;IT
Pessano Con Bornago;45.54937;9.38145;IT
Settimo Milanese;45.47771;9.05574;IT
Pieve a Nievole;43.88119;10.7999;IT
Albisola Superiore;44.33889;8.51046;IT
Arcisate;45.85578;8.86823;IT
Basiglio;45.35917;9.15855;IT
Bussero;45.53407;9.37205;IT
Verano Brianza;45.68868;9.22454;IT
Treviolo;45.67368;9.61195;IT
Concesio;45.60518;10.21697;IT
Pino Torinese;45.03955;7.77712;IT
San Cipriano d'Aversa;40.99881;14.13173;IT
San Felice A Cancello;41.01702;14.48736;IT
San Nicola la Strada;41.05237;14.33334;IT
Crispano;40.95251;14.28993;IT
Pollena Trocchia;40.85134;14.37911;IT
Quarto;40.87822;14.14352;IT
Tremestieri Etneo;37.56494;15.07863;IT
Santena;44.94624;7.77303;IT
Vinovo;44.94674;7.63252;IT
San Pietro in Cariano;45.51751;10.88624;IT
Ozzano dell'Emilia;44.44427;11.47552;IT
Casagiove;41.07124;14.31163;IT
Frignano;40.99811;14.17913;IT
Orta di Atella;40.96441;14.26854;IT
San Marcellino;40.99001;14.17583;IT
Teverola;40.99561;14.20763;IT
Casavatore;40.89921;14.27663;IT
Volla;40.87363;14.34085;IT
Santa Maria La Carita;40.71611;14.50984;IT
Trecase;40.76941;14.43773;IT
Sant'Egidio del Monte Albino;40.73871;14.59454;IT
Bellizzi;40.61981;14.94685;IT
Alba Adriatica;42.83176;13.9259;IT
Valderice;38.04005;12.61505;IT
Gravina di Catania;37.56085;15.06292;IT
Sant'Agata Li Battiati;37.55745;15.07999;IT
Lusciano;40.97001;14.19043;IT
Parete;40.95891;14.16193;IT
Piedimonte Matese;41.35082;14.36803;IT
Cesano Boscone;45.44207;9.09445;IT
Cesate;45.59587;9.07574;IT
Carrara San Giorgio;45.29259;11.81841;IT
Porto Viro;45.02678;12.21754;IT
Tor Lupara;41.99771;12.61814;IT
Bernareggio;45.64778;9.40505;IT
Casarza Ligure;44.27188;9.44704;IT
Cadorago-Caslino al Piano;45.72728;9.03784;IT
Andora;43.95514;8.14121;IT
Albavilla;45.80038;9.18504;IT
Bregnano;45.69778;9.05934;IT
Assago;45.40887;9.12565;IT
Bellusco;45.61958;9.41905;IT
Pozzuolo Martesana;45.51398;9.45625;IT
Mozzo;45.69868;9.60865;IT
Pedrengo;45.69598;9.73495;IT
Ponteranica;45.73248;9.65175;IT
Verdellino;45.60108;9.60805;IT
Prevalle;45.55138;10.42207;IT
Mottella;45.16382;10.84436;IT
Lavagno;45.43869;11.13409;IT
Castel di Lama;42.86435;13.71929;IT
Capraia e Limite;43.74535;10.98342;IT
Tavarnelle Val di Pesa;43.56184;11.17152;IT
Cosio Valtellino;46.13509;9.55164;IT
Provaglio d'Iseo;45.63538;10.04466;IT
Rodengo-Saiano;45.59958;10.10717;IT
Lettere;40.70491;14.54494;IT
Renon - Ritten;46.54152;11.45728;IT
Valle Aurina - Ahrntal;46.99623;11.97988;IT
Montecorvino Pugliano;40.67921;14.94475;IT
Terme;38.13586;15.15658;IT
Gorla Minore;45.64117;8.90264;IT
Cogliate;45.64597;9.07884;IT
Gessate;45.54838;9.43775;IT
Lazzate;45.67207;9.08424;IT
Lesmo;45.64858;9.30735;IT
Macherio;45.63974;9.27394;IT
San Vittore Olona;45.58577;8.94134;IT
Boltiere;45.60088;9.57845;IT
Bonate Sotto;45.66818;9.55865;IT
Castelcovati;45.50198;9.94596;IT
Capiago-Intimiano-Olmeda;45.76898;9.12764;IT
Carugo;45.70848;9.19684;IT
Guanzate;45.72758;9.01984;IT
Lipomo;45.79288;9.12024;IT
Busnago;45.61648;9.46375;IT
San Giorgio Su Legnano;45.57377;8.91374;IT
Sovico;45.64598;9.26275;IT
Vedano al Lambro;45.60878;9.26785;IT
Azzano San Paolo;45.65798;9.67305;IT
Bolgare;45.63242;9.81412;IT
Chiuduno;45.65068;9.84946;IT
Grassobbio;45.65688;9.72565;IT
Terno d'Isola;45.68548;9.53095;IT
Castrezzato;45.51128;9.98086;IT
Pontoglio;45.56938;9.85346;IT
Roncadelle;45.52718;10.15407;IT
Trenzano;45.47728;10.01066;IT
Succivo;40.96801;14.25563;IT
Casamicciola Terme;40.74661;13.91202;IT
Castello di Cisterna;40.91594;14.41117;IT
San Vitaliano;40.92442;14.47463;IT
San Pietro Clarenza;37.56885;15.02289;IT
Castiglione Torinese;45.11905;7.80712;IT
Caldiero;45.41439;11.17739;IT
San Giorgio delle Pertiche;45.541;11.89401;IT
Majano;46.18752;13.06162;IT
Carinaro;40.98291;14.21963;IT
Curti;41.07616;14.28039;IT
Villa di Briano;41.00001;14.16073;IT
Casapesenna;40.99151;14.13613;IT
Massa di Somma;40.84551;14.37513;IT
Montella;40.84372;15.01785;IT
Zuni;41.21722;14.13082;IT
Cabiate;45.67418;9.17374;IT
Tavernerio;45.80068;9.14054;IT
Turate;45.65727;9.00424;IT
Caponago;45.56647;9.37585;IT
Pregnana Milanese;45.51597;9.00704;IT
Brembate di Sopra;45.71668;9.57945;IT
Ranica;45.72328;9.71335;IT
Cantagrillo-Casalguidi;43.86937;10.91386;IT
Tortoreto Lido;42.79956;13.94205;IT
Torvaianica;41.62112;12.46197;IT
Rastignano-Carteria di Sesto;44.43623;11.35695;IT
Marina di Cerveteri;41.97997;12.05295;IT
Ara Nova;41.933;12.2398;IT
Casal Palocco;41.74845;12.34726;IT
Vitinia;41.79124;12.4081;IT
Donoratico;43.16927;10.56744;IT
Lavinio;41.5035;12.58973;IT
Villa Adriana;41.95499;12.77216;IT
Arbizzano-Santa Maria;45.49489;10.93831;IT
Castrocaro Terme e Terra del Sole;44.18676;11.96068;IT
Bellaria-Igea Marina;44.14255;12.47154;IT
Ca' Savio;45.45375;12.45729;IT
Marconia;40.36355;16.68823;IT
Priula-Colfosco;45.81998;12.25847;IT
Sambuceto;42.42168;14.18747;IT
Villanova;41.96357;12.75633;IT
Margine Coperta-Traversagna;43.87977;10.75733;IT
Marina di Ardea-Tor San Lorenzo;41.55439;12.54115;IT
Villalba;41.95387;12.72938;IT
Marco Simone;41.95544;12.64775;IT
Latina Scalo;41.53157;12.94567;IT
Villa Pigna;42.83324;13.63446;IT
Villaseta;37.29877;13.55919;IT
Centobuchi;42.89521;13.84809;IT
San Nicolo;45.05685;9.6054;IT
Santa Lucia;41.9824;12.65625;IT
San Paolo;41.12476;16.79258;IT
Monterusciello;40.86874;14.08276;IT
Romano Banco;45.42309;9.10707;IT
Casa Santa;38.02514;12.5484;IT
Arpino;40.88882;14.32015;IT
Paolo VI;40.52218;17.27401;IT
Breo;44.39865;7.81903;IT
Progresso;44.56892;11.3642;IT
Mejaniga;45.45768;11.90644;IT
La Massimina-Casal Lumbroso;41.87332;12.35694;IT
Chiugiana-La Commenda;43.09823;12.30818;IT
San Zeno-San Giuseppe;45.75727;11.76208;IT
Piazza;45.50933;10.42408;IT
Spicchio-Sovigliana;43.73016;10.93921;IT
Ponte Cingoli;45.59751;10.10687;IT
Piattoni-Villa Sant'Antonio;42.8663;13.7112;IT
Fiesso;45.41954;12.03378;IT
Canalicchio;37.54097;15.09645;IT
Colombiera-Molicciara;44.0875;10.01037;IT
Belvedere;45.69001;11.7718;IT
Selcetta;41.76529;12.47533;IT
Andreotta;39.3075;16.2177;IT
Casano-Dogana-Isola;44.07565;10.03381;IT
Ciaculli;38.0753;13.40719;IT
Vill'Albese;45.79684;9.18859;IT
Sala;40.85536;14.87343;IT
Villatora;45.38768;11.96736;IT
Pontasserchio;43.77953;10.41673;IT
Veggia-Villalunga;44.5607;10.75621;IT
Quadrivio;40.62494;15.10353;IT
Mandriola-Sant'Agostino;45.36926;11.85101;IT
Gerbole;45.00115;7.5067;IT
Lancusi-Penta-Bolano;40.76125;14.78524;IT
Pedemonte;44.50307;8.92614;IT
Frescada;45.62878;12.23671;IT
San Donnino;43.79547;11.14654;IT
Caselle;45.41129;11.81663;IT
Piazza del Galdo-Sant'Angelo;40.7739;14.71696;IT
Lanzara;40.77473;14.67619;IT
Airali;44.8167;7.25157;IT
Vado Centro;44.26857;8.43225;IT
Eremo;45.13119;10.74271;IT
San Nicolo a Tordino;42.69648;13.79708;IT
Villa Raspa;42.45542;14.18457;IT
Corigliano Scalo;39.62713;16.51368;IT
Molinetto;45.49409;10.35888;IT
Ponte Sasso;43.79893;13.09452;IT
Calvi Risorta;41.21598;14.13092;IT
Stella;40.86027;14.25223;IT
San Carlo All'Arena;40.86511;14.26291;IT
Mappano;45.14833;7.70778;IT
bishopric of Perugia;43.11258;12.38904;IT
Chiaia;40.83255;14.22677;IT
Chiaiano;40.88101;14.20759;IT
Vicaria;40.86151;14.27328;IT
San Ferdinando;40.83342;14.24751;IT
Mercato;40.84512;14.27241;IT
Pendino;40.84708;14.26321;IT
Arenella;40.85734;14.2228;IT
Avvocata;40.85432;14.24325;IT
Montecalvario;40.84436;14.24555;IT
Scampia;40.90347;14.23736;IT
San Giuseppe;40.84507;14.2517;IT
San Pietro a Patierno;40.88566;14.29008;IT
San Lorenzo;40.85686;14.26481;IT
Zona Industriale;40.84788;14.28355;IT
Monte Rosello;40.73542;8.56771;IT
Arcella;45.42178;11.88755;IT
Casal de' Pazzi;41.92884;12.56582;IT
Tor Tre Teste;41.88233;12.58518;IT
Giardinetti-Tor Vergata;41.85305;12.61853;IT
Casal Bertone;41.89821;12.53413;IT
Zhigulevsk;53.39972;49.49528;RU
Yar;58.2458;52.1054;RU
Votkinsk;57.04865;53.98717;RU
Volzhskiy;53.43058;50.119;RU
Vavozh;56.77513;51.93098;RU
Uva;56.99081;52.18517;RU
Togliatti-on-the-Volga;53.5303;49.3461;RU
Syzran';53.1585;48.4681;RU
Syumsi;57.11108;51.61494;RU
Sukhodol;53.90063;51.2117;RU
Smyshlyayevka;53.23913;50.39072;RU
Sigayevo;56.42163;53.77566;RU
Shigony;53.3875;48.6777;RU
Shentala;54.45;51.48333;RU
Sharkan;57.29885;53.87122;RU
Selty;57.3132;52.1345;RU
Sarapul;56.47633;53.79782;RU
Samara;53.20007;50.15;RU
Rozhdestveno;53.23745;50.05971;RU
Pokhvistnevo;53.65237;52.12738;RU
Pestravka;52.3982;49.961;RU
Otradnyy;53.37596;51.3452;RU
Oktyabr'sk;53.16722;48.70056;RU
Obsharovka;53.125;48.85306;RU
Novosemeykino;53.37056;50.35428;RU
Novokuybyshevsk;53.0959;49.9462;RU
Neftegorsk;52.802;51.166;RU
Mozhga;56.44469;52.22763;RU
Mirnyy;53.50642;50.27658;RU
Malaya Purga;56.55666;53.00434;RU
Kurumoch;53.48963;50.03748;RU
Krotovka;53.2858;51.1686;RU
Krasnyy Yar;53.49988;50.39312;RU
Krasnoarmeyskoye;52.71994;50.03122;RU
Koshki;54.20914;50.46767;RU
Klyavlino;54.26491;52.02674;RU
Kizner;56.27489;51.508;RU
Kinel'-Cherkassy;53.4706;51.47431;RU
Kinel';53.22571;50.62907;RU
Kez;57.8957;53.7132;RU
Karakulino;56.012;53.70669;RU
Kambarka;56.2666;54.2056;RU
Izhevsk;56.84976;53.20448;RU
Igra;57.5549;53.0544;RU
Glazov;58.1393;52.658;RU
Debesy;57.6515;53.8089;RU
Chelno-Vershiny;54.4148;51.08594;RU
Chapayevsk;52.9771;49.7086;RU
Borskoye;53.03333;51.71667;RU
Bogatoye;53.0601;51.3325;RU
Bezenchuk;52.982;49.4333;RU
Bereza;53.51833;50.13967;RU
Balezino;57.9787;53.0138;RU
Alnashi;56.18738;52.47919;RU
Petra-Dubrava;53.29613;50.36554;RU
Povolzhskiy;53.5854;49.7629;RU
Pribrezhnyy;53.48662;49.85836;RU
Serravalle;43.96897;12.48167;SM
San Marino;43.93667;12.44639;SM
Poggio di Chiesanuova;43.90451;12.42142;SM
Monte Giardino;43.90878;12.48201;SM
Fiorentino;43.91001;12.45738;SM
Faetano;43.92831;12.49798;SM
Domagnano;43.94961;12.46828;SM
Borgo Maggiore;43.94193;12.44738;SM
Acquaviva;43.94593;12.4185;SM
Zvornik;44.38605;19.10247;BA
Zivinice;44.44929;18.64978;BA
Zepce;44.42667;18.03778;BA
Zenica;44.20169;17.90397;BA
Zeljezno Polje;44.39875;17.94103;BA
Zavidovici;44.44583;18.14972;BA
Vrnograc;45.16369;15.95444;BA
Vogosca;43.90225;18.34438;BA
Vitez;44.15424;17.79009;BA
Visoko;43.98889;18.17806;BA
Visegrad;43.7826;19.29256;BA
Velika Obarska;44.80461;19.16183;BA
Velika Kladusa;45.18497;15.80579;BA
Varoska Rijeka;45.08936;16.01906;BA
Vares;44.16444;18.32833;BA
Tuzla;44.53842;18.66709;BA
Trzacka Rastela;44.97597;15.78489;BA
Trn;44.85829;17.23583;BA
Trebinje;42.71197;18.34362;BA
Travnik;44.22637;17.66583;BA
Tojsici;44.50133;18.78523;BA
Teslic;44.60639;17.85972;BA
Tesanj;44.61191;17.98552;BA
Sturlic;45.06389;15.77806;BA
Stolac;43.084;17.95995;BA
Stijena;44.9363;16.02224;BA
Srebrenik;44.70819;18.48834;BA
Srbac;45.0973;17.52331;BA
Sokolac;43.93817;18.80079;BA
Knezevo;44.49071;17.38161;BA
Sipovo;44.28237;17.08597;BA
Sekovici;44.29896;18.85532;BA
Sarajevo;43.84864;18.35644;BA
Sanski Most;44.7667;16.667;BA
Sanica;44.61354;16.64062;BA
Rodoc;43.31453;17.8029;BA
Novi Travnik;44.17133;17.65816;BA
Prozor;43.82222;17.60917;BA
Prnjavor;44.87021;17.66256;BA
Prijedor;44.97991;16.71401;BA
Potoci;43.40953;17.87855;BA
Podzvizd;45.17417;15.87361;BA
Podhum;43.72295;16.99887;BA
Pecigrad;45.05444;15.89694;BA
Pale;43.81664;18.56949;BA
Otoka;44.96;16.17917;BA
Ostrozac;44.90866;15.94045;BA
Orahovica Donja;44.65345;18.36951;BA
Omarska;44.8917;16.89814;BA
Odzak;45.02461;18.32107;BA
Nevesinje;43.25861;18.11333;BA
Mrkonjic Grad;44.41729;17.08288;BA
Mostar;43.34333;17.80806;BA
Mionica;44.86646;18.46603;BA
Milici;44.17016;19.09195;BA
Mala Kladusa;45.13443;15.85217;BA
Mahala;44.01194;18.25528;BA
Maglaj;44.54771;18.10003;BA
Ljubuski;43.19694;17.545;BA
Livno;43.82695;17.00746;BA
Siroki Brijeg;43.3829;17.59416;BA
Laktasi;44.90857;17.30135;BA
Kotor Varos;44.61831;17.37204;BA
Kljuc;44.53251;16.77682;BA
Kladanj;44.22669;18.69274;BA
Kiseljak;43.94295;18.08132;BA
Kalenderovci Donji;44.94673;17.83785;BA
Kakanj;44.13311;18.12292;BA
Janja;44.66554;19.24691;BA
Jajce;44.34203;17.27059;BA
Ilijas;43.95128;18.27128;BA
Hadzici;43.82222;18.20667;BA
Gromiljak;43.96668;18.05504;BA
Gradacac;44.87851;18.42764;BA
Gracanica;44.70307;18.3101;BA
Gostovici;44.41124;18.17029;BA
Gornji Vakuf;43.93806;17.58833;BA
Gorazde;43.66795;18.97564;BA
Fojnica;43.95952;17.90288;BA
Foca;43.50646;18.77854;BA
Tomislavgrad;43.71849;17.22515;BA
Donji Vakuf;44.14361;17.4;BA
Donja Mahala;45.04327;18.66996;BA
Doboj;44.73179;18.08698;BA
Divicani;44.36682;17.32678;BA
Derventa;44.97839;17.90779;BA
Citluk;43.22861;17.70083;BA
Cazin;44.96694;15.94306;BA
Capljina;43.12139;17.68444;BA
Buzim;45.05361;16.03254;BA
Bugojno;44.05722;17.45083;BA
Brcko;44.86995;18.81012;BA
Bosansko Grahovo;44.17944;16.36389;BA
Novi Grad;45.04643;16.37782;BA
Brod;45.13747;17.98722;BA
Bosanska Krupa;44.8825;16.15139;BA
Gradiska;45.14484;17.25453;BA
Kozarska Dubica;45.17667;16.80944;BA
Blatnica;44.48677;17.82278;BA
Bileca;42.87645;18.42967;BA
Bijeljina;44.75874;19.21437;BA
Bihac;44.81694;15.87083;BA
Banovici;44.40596;18.52648;BA
Banja Luka;44.77842;17.19386;BA
Jelah;44.654;17.95897;BA
Celinac;44.72453;17.32431;BA
Tesanjka;44.67228;18.01109;BA
Kovaci;44.44874;18.20521;BA
Coralici;45.00694;15.87194;BA
Crnici;43.13156;17.86452;BA
Kacuni;44.06433;17.93894;BA
Todorovo;45.08833;15.93083;BA
Konjic;43.65126;17.96082;BA
Jablanica;43.66028;17.76167;BA
Mejdan - Obilicevo;44.76324;17.19012;BA
Yershov;51.3513;48.2766;RU
Yekaterinovka;52.05083;44.34515;RU
Vol'sk;52.04541;47.37993;RU
Turki;51.98703;43.2731;RU
Tatishchevo;51.67028;45.59528;RU
Stepnoye;51.37972;46.84917;RU
Sokolovyy;51.56857;45.83312;RU
Shikhany;52.11776;47.1986;RU
Sennoy;52.1509;46.96309;RU
Saratov;51.54056;46.00861;RU
Samoylovka;51.184;43.7081;RU
Rtishchevo;52.26041;43.78745;RU
Rovnoye;50.7765;46.05085;RU
Romanovka;51.74427;42.7527;RU
Pugachev;52.01333;48.8025;RU
Privolzhskiy;51.40944;46.04833;RU
Piterka;50.6803;47.44539;RU
Petrovsk;52.30639;45.39167;RU
Perelyub;51.86292;50.35412;RU
Staryye Ozinki;51.1786;49.6769;RU
Novyye Burasy;52.13236;46.07144;RU
Novouzensk;50.45917;48.14306;RU
Mokrous;51.2373;47.5137;RU
Marks;51.71111;46.74861;RU
Lysyye Gory;51.55063;44.84144;RU
Krasnyy Kut;50.95;46.96667;RU
Krasnoarmeysk;51.02389;45.69694;RU
Khvalynsk;52.4906;48.1058;RU
Kalininsk;51.5;44.4758;RU
Ivanteyevka;52.2667;49.1055;RU
Gornyy;51.7578;48.5413;RU
Engel's;51.48389;46.10528;RU
Dukhovnitskoye;52.4828;48.2137;RU
Dergachi;51.2328;48.7659;RU
Bazarnyy Karabulak;52.26833;46.41444;RU
Balashov;51.5502;43.1667;RU
Balakovo;52.02782;47.8007;RU
Atkarsk;51.87185;45.00775;RU
Arkadak;51.93261;43.49779;RU
Aleksandrov Gay;50.14704;48.57037;RU
Svetlyy;51.6737;45.63054;RU
Zuya;45.05418;34.32152;UA
Yevpatoriya;45.20091;33.36655;UA
Yalta;44.50218;34.16624;UA
Vilino;44.8456;33.67161;UA
Sudak;44.84924;34.97471;UA
Stary Krym;45.02887;35.09174;UA
Sovetskiy;45.34267;34.92463;UA
Simferopol;44.95719;34.11079;UA
Saki;45.13424;33.59996;UA
Razdol'noye;45.77083;33.48777;UA
Primorskiy;45.11201;35.4786;UA
Pionerskoye;44.88083;34.20194;UA
Petrovka;45.49776;34.28816;UA
Pervomayskoye;45.71744;33.85596;UA
Oktyabr'skoye;45.28866;34.13521;UA
Nizhnegorskiy;45.44789;34.73839;UA
Molodyozhnoye;45.00354;34.05634;UA
Massandra;44.50958;34.18817;UA
Lenino;45.29857;35.77708;UA
Yany Kapu;45.95652;33.79417;UA
Krasnogvardeyskoye;45.50271;34.30134;UA
Koreiz;44.43374;34.08516;UA
Kirovskoye;45.22967;35.19987;UA
Kerch;45.35675;36.47542;UA
Mirnoye;44.9833;34.0616;UA
Hvardiiske;45.11692;34.02188;UA
Gurzuf;44.54624;34.27841;UA
Gresovskiy;45.00804;34.02657;UA
Gaspra;44.43364;34.10297;UA
Partenit;44.578;34.34464;UA
Feodosiya;45.03199;35.38153;UA
Dzhankoi;45.71168;34.39274;UA
Chisten'koye;44.88152;34.04716;UA
Chernomorskoye;45.50657;32.69776;UA
Inkerman;44.61391;33.6098;UA
Bilohirsk;45.05462;34.60185;UA
Balaklava;44.51118;33.59942;UA
Bakhchysarai;44.75525;33.85782;UA
Armyansk;46.10919;33.69206;UA
Alushta;44.67728;34.4097;UA
Alupka;44.41808;34.04531;UA
Novofedorovka;45.09473;33.57211;UA
Zrnovci;41.85417;22.44444;MK
Zelino;41.98028;21.06417;MK
Zelenikovo;41.88413;21.58848;MK
Zajas;41.60722;20.93833;MK
Vrutok;41.76861;20.83917;MK
Vrapciste;41.83439;20.88563;MK
Vinica;41.88278;22.50917;MK
Vevcani;41.24056;20.59333;MK
Velesta;41.24083;20.64389;MK
Vasilevo;41.47408;22.64301;MK
Valandovo;41.31744;22.56002;MK
Veles;41.71556;21.77556;MK
Tetovo;42.00973;20.97155;MK
Tearce;42.07666;21.0531;MK
Sveti Nikole;41.86956;21.95274;MK
Studenicane;41.92208;21.53483;MK
Strumica;41.4375;22.64333;MK
Struga;41.17799;20.67784;MK
Shtip;41.74583;22.19583;MK
Staro Nagorichane;42.19806;21.82861;MK
Star Dojran;41.18647;22.7203;MK
Sopiste;41.95472;21.4275;MK
Skopje;41.99646;21.43141;MK
Sipkovica;42.035;20.91556;MK
Saraj;42;21.32778;MK
Rostusa;41.61;20.6;MK
Rosoman;41.51671;21.94585;MK
Resen;41.08934;21.01092;MK
Rankovce;42.16964;22.11617;MK
Radovis;41.63833;22.46472;MK
Radishani;42.06111;21.44778;MK
Probishtip;42.00306;22.17861;MK
Prilep;41.34514;21.55504;MK
Plasnica;41.46722;21.12306;MK
Petrovec;41.93889;21.615;MK
Pehcevo;41.76226;22.88921;MK
Ohrid;41.11722;20.80194;MK
Novo Selo;41.41486;22.88164;MK
Novaci;41.04197;21.45866;MK
Negotino;41.87792;20.88389;MK
Negotino;41.48456;22.09056;MK
Demir Hisar;41.22097;21.20302;MK
Mogila;41.10833;21.37861;MK
Lipkovo;42.15639;21.58528;MK
Labunista;41.26861;20.59611;MK
Kumanovo;42.13222;21.71444;MK
Krusevo;41.36889;21.24889;MK
Krivogashtani;41.33611;21.33306;MK
Kriva Palanka;42.20088;22.33244;MK
Kratovo;42.07838;22.1807;MK
Kondovo;42.01151;21.31427;MK
Konce;41.49511;22.38359;MK
Kochani;41.91639;22.41278;MK
Kicevo;41.51267;20.95886;MK
Kavadarci;41.43306;22.01194;MK
Karbinci;41.81758;22.23529;MK
Kamenjane;41.94568;20.92894;MK
Makedonska Kamenica;42.02079;22.5876;MK
Jegunovce;42.07238;21.12367;MK
Gradsko;41.5775;21.94278;MK
Gostivar;41.79601;20.90819;MK
Gevgelija;41.14166;22.50141;MK
Lozovo;41.78389;21.90556;MK
Dzepciste;42.03287;20.99817;MK
Dracevo;41.93667;21.52167;MK
Gjorce Petro;42.00778;21.35306;MK
Dolneni;41.42579;21.45402;MK
Dolna Banjica;41.78611;20.90611;MK
Demir Kapija;41.40613;22.24631;MK
Delogozda;41.25728;20.7218;MK
Delcevo;41.96722;22.76944;MK
Debar;41.52444;20.52421;MK
Chucher - Sandevo;42.10361;21.38222;MK
Cegrane;41.83889;20.97583;MK
Caska;41.65056;21.66222;MK
Brvenica;41.96722;20.98083;MK
Makedonski Brod;41.51361;21.21528;MK
Bosilovo;41.44056;22.72778;MK
Bogovinje;41.92361;20.91361;MK
Bogdanci;41.20306;22.57556;MK
Bitola;41.03143;21.33474;MK
Berovo;41.70306;22.85778;MK
Belcista;41.30278;20.83028;MK
Arachinovo;42.02639;21.56194;MK
Suto Orizare;42.04;21.425;MK
Butel;42.03083;21.44667;MK
Cair;42.01528;21.44111;MK
Ilinden;41.99451;21.58002;MK
Kisela Voda;41.94889;21.50278;MK
Centar Zupa;41.47849;20.55945;MK
Beloslav;43.1896;27.70429;BG
